"170","Susan is a nurse. She helps the doctor to take care of the patients. <br><br>She ______ in the hospital and she goes there everyday","B","work","works","is working","have worked","present"
"171","Mrs. Atikah ______ for my family. She washes the clothes, cleans the floor and does other home work. She is a maid","D","work, wash","is working, is washing","have worked, have washing","works, washes","present"
"172","Every Monday, Sally ______Â her kids to football practice.Â ","C","drive","is driving","drives","have driven","present"
"173","Almost all people _____ newspaper through many of them only read the headlines as the extract of the news","A","read","reads","are reading","have read","present"
"174","It is a well-know fact that trees and plants are also living beings. They _____ food, water, and air for survival","D","have needed","needed","needs","need","present"
"175","UmarÂ Â    : What is Riko doing in the living room by himself ?<br><br>Fattah  : He ______ the cross word puzzle","B","do","is doing","was doing","does","present"
"176","A  : May I borrow your magazine?'<br><br>B  : I'm sorry, my sister ______ it","C","reads","have been reading","is still reading","have read","present"
"177","I _______ TV now","C","watch","have been watching","am watching","have watched","present"
"178","Is she _____ new words in the dictionary?","B","look for","looking for","looked for","have been looking for","present"
"179","Don't forget to take your umbrella. It _______","B","rains","is raining","was raining","will rain","present"
"180","Shhhhh! Be quiet! John ______.Â ","D","sleep","sleeps","have slept","is sleeping","present"
"181","I hate living in Seattle because it ______","A","is always raining","always rain","always rained","always rains","present"
"182","I'm sorry I can't hear what you ______Â because everybody ______Â so loudly","D","say, is talking","are saying, talk","say, talk","are saying,Â is talking","present"
"183","Justin ______Â a book about his adventures in Tibet. I hope he can find a good publisher when he is finished.Â ","A","is currently writing","currently write","currently writes","currently have writen","present"
"184","Jim         : Do you want to come over for dinner tonight?<br><br>Denise  : Oh, I'm sorry, I can't. I ______Â to a movie tonight with some friends.Â ","C","go","have gone","am going","have been going","present"
"185","I ______ English since I was a child","A","have spoken","speak","have been speaking","was speaking","present"
"186","She ______ already ______ that film","D","is, seeing","has been, seeing","have, seen","has, seen","present"
"187","Have you ______ been to Bali?","A","ever","always","every week","often","present"
"188","A  : Where is my dictionary? It was on my desk<br><br>B  : Perhaps somebody ______ it.","B","take","has taken","have taken","have been taking","present"
"189","My friend said, `I have never seen such a good film`<br><br>From the above statement we may conclude that:","D","it was the first time he went to see a film","he seldom went to good movies","the film he saw was a bad one","this is the best film he has ever seen","present"
"190","Belladona is the most unusual plant _______","C","i ever seen","i ever see","i've ever seen","ever i see","present"
"191","I ______Â chocolate since I was a child. You might even call me a `chocoholic.`","B","love","have loved","am loving","have been loving","present"
"192","I ______Â the same car for more than ten years. I'm thinking about buying a new one.","C","have","am having","have had","have been having","present"
"193","Sarah ______ in the kitchen all day long","A","has been","has been being","had been","have been","present"
"194","It's 6:00, and I ______ on my essay for over three hours","D","work","am working","have worked","have been working","present"
"195","I ______ English for two years now","A","have been studying","are studying","study","have studied","present"
"196","We ______ the problem for several hours","D","discuss","have discussed","are discussing","have been discussing","present"
"197","Matt and Sarah ______Â some difficulties in their relationship lately, so they have been goingÂ to a marriage counselor. I hope they work everything out.","B","have","have been having","are having","have had","present"
"198","______  Mr. Herpinus _______ in this Institute for 12 years?","C","is, teaching","has, taught","has, been teaching","have, been teaching","present"
"199","It ______Â all week. I hope it stops by Saturday because I want to go to the beach","D","rain","rains","is raining","has been raining","present"
"200","You look really great!  _______ out at the fitness center recently? ","B","have you worked","have you been working","are you working","did you working","present"
"201","Sid      : Where is Gary?<br><br>Sarah : He is at the library studyingÂ for his German test on Wednesday. In fact, he _______Â for the test every day for the last week.","A","has been reviewing","has reviewed","reviews","is reviewing","present"
"202","You look really great! _______Â at the fitness center ?Â ","C","have you exercised","are you exercising","have you been exercising","did you exercise","present"
"203","Frank, where have you been? We _______Â for you since 1 PM.Â ","B","have waited","have been waiting","are waiting","was waiting","present"
"204","I _______Â since high school. I love the sport.Â ","C","have played","play","have been playing","am playing","present"
"205","Usually, I _____Â as a secretary at ABT, but this summer I ______Â French at a language school in Paris. That is why I am in Paris.Â ","C","am working,  am studying","work, study","work,  am studying","am working, study","present"
"206","Judy      : How long ______Â in Canada?<br><br>Claude : I ______Â here for more than three years.","D","have you been, have studied","have you been being, have studied","have you been being, have been studying","have you been, have been studying","present"
"207","John _______Â for the government since he graduated from Harvard University. Until recently, he _______Â his work, but now he is talking about retiring.","B","has worked,  has enjoyed","has worked,  has been enjoying","has been working,  has enjoyed","has been working,  has been enjoying","present"
"208","Lately, I ______Â about changing my career because I ______Â dissatisfied with the conditions at my company.","A","have been thinking, Â have become","have thought, Â have been becoming","have been thinking, Â have been becoming","have thought, Â have become","present"
"209","I ______Â Judy for more than five years and during that time I ______Â many changes in her personality.","B","have seen, have been seeing","have been seeing, Â have seen","have seen, have seen","have been seeing, have been seeing","present"
"210","Today ______Â the second day of my trek around Mount Annapurna. I am exhausted and my legs ______. I just hope I am able to complete the trek. My feet ______Â me and my toes ______, but IÂ still wantÂ to continue.","C","have been,Â shake, really kills, bleeds","is,Â have shaken, have really killed, have bled","is,Â are shaking, are really killing, are bleeding","have been being,Â are shaking, are really killing, are bleeding","present"
"211","Nepal is a fascinating country, but I have a great deal to learn. Everything _______Â so different, and I _______Â to adapt to the new way of life here. I _______Â a little bit of the language to make communication easier. Unfortunately, I _______Â foreign languages quickly. Although I _______Â much yet, I believe that I (improve, gradually)Â am gradually improving.","A"," is, am trying,Â am learning, don't learn, don't understand","are, have been trying,Â am learning, didn't learn, haven't understood"," is, am trying,Â am learning, am not learning, am not understanding","are, have been trying,Â have learned, don't learn, don't understand","present"
"212","I think the waiter _____ us. We _____ here for over half an hour and nobody _____ our order yet","D","forgets, have been waiting, takes","has forgotten, are waiting, has taken","forgets, have been waiting, has taken","has forgotten, have been waiting, has taken","present"
"213","Robin     : I think the waiter has forgotten us. We have been waiting here for over half an hour and nobody has taken our order yet.<br><br>Michele : I think you're right. He ______ by us at least twenty times. He probably thinks we ______","B","walked, has ordered","has walked, have already ordered","has been walking, have already ordered","has walked, ordered","present"
"214","Robin     : I think the waiter has forgotten us. We have been waiting here for over half an hour and nobody has taken our order yet. Look at that couple over there, they ______ here for five or ten minutes and they already have their food.<br><br>Michele : He must realize we ______ yet! We _______ here for over half an hour staring at him.","C","have only been, haven't ordered, have been sitting","have only been, haven't ordered, have been sitting","have only been, haven't ordered, have been sitting","have only been, haven't ordered, have been sitting","present"
